Tenure,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
7,3,14,4,0,3,2,5,0,6,0,1,2,165,0
15,1,14,4,1,3,5,2,1,2,0,14,9,284,0
9,1,12,4,1,1,4,5,0,2,1,1,0,116,1
0,1,15,4,1,4,3,4,1,2,0,1,0,127,0
25,1,17,4,0,3,2,3,0,9,0,1,4,131,0
23,1,8,3,1,3,1,3,0,6,0,1,3,276,0
0,1,14,4,0,4,3,5,0,2,1,1,0,123,1
6,1,13,3,1,3,0,3,0,1,0,3,3,217,0
0,3,22,5,0,3,2,5,2,6,0,1,2,153,1
20,1,8,6,0,3,1,2,0,2,1,3,0,268,0
9,1,6,6,0,3,2,4,0,1,0,1,5,152,0
2,1,29,4,1,1,3,3,0,2,0,1,7,127,0
20,1,8,4,1,3,5,4,2,8,1,13,8,292,1
8,1,14,4,0,1,3,3,2,4,0,2,2,125,0
15,1,6,4,0,4,2,2,0,10,1,1,2,161,0
0,1,8,3,1,3,4,3,2,7,0,2,1,144,1
9,2,19,6,1,3,3,4,0,4,0,1,4,121,0
5,1,10,4,0,4,2,3,0,2,0,6,8,162,0
13,1,22,3,1,4,2,3,2,7,0,1,0,151,0
3,1,8,3,0,4,2,2,2,6,1,1,0,169,0
9,1,8,4,0,4,3,3,2,2,0,1,0,123,0
15,1,35,4,1,3,2,4,0,2,0,7,8,144,0
11,1,18,4,1,4,2,5,1,3,0,1,2,163,0
7,1,14,4,0,4,3,2,2,2,0,1,3,126,0
12,3,17,5,0,3,0,2,0,2,0,7,7,177,1
18,3,8,3,1,3,2,2,2,5,0,7,3,152,1
16,1,20,4,1,3,1,5,0,7,0,1,0,272,0
0,1,11,2,1,4,0,2,1,2,1,1,3,228,0
8,1,13,6,1,3,0,3,2,4,0,1,6,202,0
1,3,8,5,0,3,2,4,0,2,1,7,5,148,0
7,2,9,6,1,3,4,2,0,1,0,1,2,137,0
0,1,14,0,0,4,3,3,0,2,1,1,7,124,1
9,1,9,3,1,3,4,2,0,2,0,1,0,117,0
24,3,32,5,0,3,1,3,0,3,0,4,17,263,0
17,1,10,3,1,3,2,4,2,10,0,2,3,159,0
0,1,8,0,1,1,3,5,2,8,0,1,1,134,0
6,3,6,3,1,1,2,5,1,2,0,1,8,140,0
8,1,14,0,0,4,3,5,2,2,0,1,1,126,0
9,3,6,4,1,3,2,2,0,2,1,4,11,162,0
5,3,19,4,1,3,2,2,1,3,0,1,3,144,0
3,1,11,4,1,4,4,2,1,10,0,1,3,138,0
26,3,13,5,0,4,0,2,0,8,1,1,3,209,0
18,3,15,5,1,3,0,5,1,5,1,1,2,208,0
5,1,14,3,0,1,2,3,0,6,0,1,3,152,0
25,1,31,3,0,4,1,2,0,4,0,2,0,238,0
10,3,22,5,1,4,2,3,1,5,0,1,0,163,0
1,2,14,3,1,4,4,2,1,2,0,1,4,149,0
0,1,6,4,1,4,2,2,0,7,0,2,2,148,0
17,1,14,4,1,1,3,2,0,3,1,1,2,128,0
15,1,14,0,1,3,3,2,2,6,1,2,2,125,0
9,2,14,4,1,4,3,5,0,1,0,1,3,123,0
0,3,9,6,1,3,2,5,0,2,1,1,3,142,0
8,1,15,4,0,4,0,3,0,2,1,5,15,207,0
9,1,31,4,0,3,3,4,1,2,1,7,8,120,1
5,1,6,4,1,3,3,2,1,1,0,1,2,123,0
0,3,10,5,1,4,2,5,0,2,0,1,3,143,0
22,1,6,1,0,3,4,5,0,3,0,1,2,136,0
0,1,10,4,1,4,3,2,0,1,0,3,4,132,0
5,3,11,4,1,3,2,4,0,2,0,5,3,165,0
11,3,15,5,1,4,3,4,0,1,0,1,2,129,0
15,1,9,4,0,1,2,2,0,3,1,1,3,152,0
4,1,14,4,1,3,3,2,0,4,1,1,2,124,0
0,3,6,0,0,4,3,3,1,7,1,1,2,128,1
26,3,14,5,1,3,1,2,0,6,0,2,3,218,0
8,1,31,2,1,4,0,4,0,4,0,4,8,209,0
10,3,27,0,0,3,3,2,0,6,0,1,0,130,0
26,1,29,4,0,3,1,2,2,7,0,2,8,243,0
16,1,6,4,0,3,2,2,0,5,0,2,2,156,0
20,3,8,5,0,3,2,2,0,1,1,7,7,145,0
10,3,25,3,1,3,0,4,2,2,1,1,9,176,0
23,1,8,4,1,3,1,5,1,2,0,14,7,279,0
12,2,8,4,0,4,2,2,0,9,0,1,4,152,0
9,2,9,6,1,3,3,4,1,4,1,1,3,123,0
0,1,31,4,1,3,3,2,2,2,1,1,1,128,1
2,1,14,0,0,4,3,2,1,7,0,1,3,125,0
17,1,14,4,1,3,3,5,0,2,1,7,1,126,0
1,3,11,3,1,3,2,2,2,2,0,1,2,149,0
20,1,14,4,1,4,3,2,1,10,1,1,0,124,1
16,1,14,4,0,3,2,4,1,5,0,1,0,148,0
9,3,8,0,0,4,3,3,2,2,0,1,2,120,1
0,1,24,6,0,3,3,2,2,2,0,1,0,127,1
9,1,20,4,1,3,2,2,0,1,1,4,11,166,0
20,3,8,4,0,4,3,2,2,2,1,1,2,133,0
0,1,9,4,0,3,2,3,0,1,1,1,2,142,1
4,1,8,4,0,5,3,2,1,5,1,1,0,128,1
1,1,14,0,0,3,3,3,1,6,0,2,2,124,0
2,1,14,0,1,3,3,5,0,8,1,2,2,124,1
0,1,14,4,0,3,3,3,2,2,0,1,0,123,0
9,1,16,4,1,3,3,4,1,2,0,1,0,120,0
15,3,20,3,0,4,2,3,2,8,0,1,3,162,0
6,1,6,6,1,4,3,5,2,4,1,1,2,128,0
30,1,11,2,0,4,0,4,1,3,1,1,4,206,0
4,3,14,4,1,4,3,3,0,4,0,5,2,123,0
8,1,27,4,0,3,2,2,0,2,1,1,7,140,0
22,1,14,6,0,3,0,4,0,5,0,1,7,174,0
9,1,26,0,1,3,3,3,0,5,0,1,0,123,0
4,3,26,5,0,3,2,3,0,2,0,1,0,169,0
9,1,13,6,1,3,4,2,2,3,0,1,1,147,0
11,1,6,2,0,3,0,5,0,2,0,2,11,236,0
5,1,14,4,0,4,3,4,0,7,0,1,2,123,0
0,3,14,5,1,4,3,4,0,2,1,1,0,124,1
13,3,16,5,1,4,0,4,1,3,0,1,0,197,0
0,3,6,3,1,4,2,5,2,2,0,1,7,143,0
14,1,12,3,1,3,4,5,2,3,1,2,17,147,0
9,1,14,0,1,3,3,3,2,5,0,3,9,125,0
9,3,27,6,1,4,3,4,2,2,1,1,0,121,1
0,1,10,1,1,3,3,5,2,2,0,1,0,130,1
4,1,18,3,0,3,2,2,0,1,1,8,5,159,0
13,1,15,3,1,3,4,4,1,9,1,1,0,136,0
5,1,9,3,0,3,2,5,0,2,0,6,3,167,0
0,3,9,4,1,4,0,2,0,2,1,3,7,203,1
6,1,6,4,0,4,2,2,2,1,0,1,4,169,0
0,3,6,4,1,4,0,3,0,6,0,11,7,206,1
18,1,10,4,1,3,2,4,0,2,0,1,8,144,0
9,3,26,2,0,3,3,2,0,2,0,1,2,122,0
8,3,24,3,0,3,2,3,0,2,0,1,0,146,0
25,1,6,4,1,3,1,2,0,3,0,7,8,271,0
20,1,14,1,1,3,3,3,2,5,0,1,0,125,1
26,3,8,3,1,3,1,3,1,7,0,2,2,249,0
3,3,14,6,1,3,0,3,1,6,0,7,7,173,0
11,3,16,1,0,3,2,2,2,2,1,1,3,157,0
8,3,9,4,1,3,0,2,1,7,0,1,8,178,0
12,3,8,4,1,1,0,3,2,1,0,1,7,179,0
3,3,30,4,0,1,1,4,2,5,1,2,0,232,1
20,1,22,3,1,1,2,3,1,2,1,2,7,151,0
9,3,14,1,1,3,2,2,1,5,0,1,7,151,0
0,1,14,0,1,4,3,5,2,1,1,1,2,123,1
6,3,23,4,1,3,1,3,2,2,0,6,0,274,0
0,1,14,4,0,4,3,5,2,7,1,1,0,124,1
6,1,19,4,0,3,3,2,2,4,0,1,2,135,0
9,1,6,0,0,3,3,2,1,4,0,1,2,123,0
23,1,6,3,1,3,1,2,1,10,0,1,3,274,0
6,1,6,6,0,1,2,4,0,2,1,1,2,155,0
14,1,15,3,1,3,5,3,1,3,0,1,11,294,0
0,1,22,1,0,3,3,4,0,10,0,2,2,128,0
18,1,29,4,1,3,2,5,0,2,1,1,8,136,0
20,3,10,4,0,3,2,2,2,2,1,1,7,142,0
9,1,28,4,0,3,3,3,0,5,1,1,1,121,1
23,1,30,4,1,3,1,3,0,4,1,2,5,240,0
11,1,16,0,1,3,3,3,0,1,0,1,2,127,0
19,1,13,3,1,3,0,3,1,7,0,1,7,208,0
0,1,23,3,0,4,2,3,1,2,0,3,2,144,0
0,1,20,6,1,4,4,4,1,2,1,1,2,137,1
4,1,6,4,0,3,2,5,0,2,0,1,3,141,0
0,1,11,4,1,3,4,2,2,2,0,1,0,111,0
27,1,23,2,0,3,0,3,0,9,0,1,8,207,0
8,1,31,3,0,3,0,3,1,2,1,10,1,204,0
3,1,14,4,0,1,0,5,0,1,1,1,3,214,0
0,1,14,0,0,4,3,5,2,2,1,1,0,126,1
0,1,14,0,0,3,3,4,2,1,0,1,2,124,1
0,1,8,3,1,1,2,2,0,2,0,1,3,155,0
0,1,14,4,1,5,3,5,0,2,0,1,1,125,0
21,1,12,4,1,4,2,3,2,3,0,2,2,142,0
21,1,10,4,1,4,0,3,2,8,0,4,3,210,0
14,1,13,3,0,3,2,3,2,7,0,2,1,150,0
12,1,6,4,0,4,1,2,0,2,0,11,3,227,0
0,1,8,4,0,3,2,2,0,1,0,2,2,142,0
8,1,16,6,1,3,4,2,1,2,0,1,2,139,0
15,3,11,5,1,3,5,3,0,7,0,1,0,283,0
23,1,14,4,1,3,3,2,0,5,0,1,0,124,0
30,1,8,4,0,4,1,2,2,4,1,2,3,237,0
0,1,17,3,0,5,2,4,0,6,0,1,0,148,1
28,1,24,3,1,3,2,4,0,4,1,6,7,164,0
14,1,13,4,0,5,5,3,1,2,0,5,10,300,0
11,3,9,4,1,3,2,2,2,9,1,1,0,169,0
0,3,35,3,1,5,2,5,2,9,0,2,2,150,1
15,3,8,5,0,5,5,2,0,2,0,6,9,298,1
17,3,34,3,0,1,1,2,0,4,1,2,11,233,0
23,3,6,4,0,3,2,3,0,1,0,1,13,163,0
0,1,22,4,0,1,3,5,2,2,0,15,14,127,1
12,1,28,3,0,3,0,5,2,2,1,2,8,209,0
6,3,14,4,0,4,3,2,2,1,0,2,2,123,0
18,3,17,4,0,3,1,2,0,4,0,1,1,277,0
5,1,35,3,0,3,4,3,2,10,0,7,7,140,0
7,3,6,5,1,1,2,2,1,1,0,1,9,197,0
30,3,6,2,1,3,0,2,0,4,1,1,3,219,0
9,2,30,0,1,3,3,4,2,2,0,1,4,122,0
26,3,8,5,0,4,0,4,0,3,0,6,12,175,0
0,1,21,6,1,3,2,3,1,8,0,1,0,148,1
9,1,8,4,1,3,3,5,0,7,1,1,2,120,1
9,3,16,4,0,3,3,3,0,2,1,1,0,122,0
1,3,16,3,1,3,4,4,0,2,0,1,0,111,0
11,1,9,6,1,3,3,3,0,4,0,2,2,128,0
23,1,8,3,1,3,5,3,0,3,1,7,7,292,0
10,1,9,6,0,3,2,4,2,4,0,1,1,141,0
13,3,32,5,1,3,2,5,0,2,0,7,5,184,0
9,1,6,0,0,4,3,3,1,2,0,1,3,120,0
19,1,6,3,1,3,5,2,1,10,0,2,2,296,0
27,3,8,4,0,4,0,3,0,7,0,7,0,207,0
29,1,15,0,0,3,3,3,0,3,0,1,3,129,0
9,1,18,3,0,4,0,2,2,1,0,7,8,189,0
28,1,8,3,1,4,1,5,2,8,0,6,2,268,0
16,3,31,3,1,4,0,2,1,6,0,2,0,234,0
0,3,14,5,0,3,3,2,2,2,1,1,2,123,1
9,1,16,4,0,4,4,5,2,2,0,1,0,114,1
19,1,14,4,0,4,2,5,1,9,1,1,7,146,0
14,1,14,4,1,3,3,3,0,10,1,2,7,125,1
0,1,30,1,1,4,0,5,2,2,0,1,9,187,1
0,1,6,3,1,4,4,5,0,2,0,1,3,140,0
3,1,26,6,1,3,2,5,0,1,0,1,2,200,0
14,1,13,1,0,1,3,3,0,2,0,1,8,134,0
11,1,23,4,0,4,0,3,0,1,0,1,9,188,0
13,1,26,2,1,3,0,2,0,5,0,11,1,203,0
0,1,14,4,1,5,4,3,0,2,0,1,2,146,0
28,1,8,4,1,3,0,4,0,4,0,1,3,210,0
1,1,16,6,0,3,2,3,2,4,0,1,7,137,0
7,2,6,3,1,4,0,5,0,10,0,3,6,205,1
6,1,11,4,1,4,0,2,1,5,0,1,2,171,0
0,3,10,2,1,3,0,5,2,1,1,4,7,196,1
0,1,35,3,0,4,2,3,2,2,0,3,8,145,1
9,1,21,4,1,3,3,3,1,2,0,2,2,122,0
7,1,9,4,1,3,2,2,2,1,0,1,4,178,0
10,3,16,4,0,4,2,2,1,3,1,1,0,167,0
0,1,10,1,1,3,4,2,0,2,1,5,6,137,1
0,1,14,0,1,3,3,3,1,2,0,1,0,124,1
9,1,31,0,1,4,3,4,2,5,1,2,2,123,1
15,1,8,3,1,3,1,5,0,1,0,13,7,277,0
0,1,14,0,1,4,3,4,1,2,0,1,0,126,1
13,3,6,6,1,3,2,3,2,4,1,1,0,147,1
6,3,13,4,0,3,2,4,0,1,0,1,2,143,0
7,1,9,4,1,4,3,2,0,4,0,1,0,130,0
21,1,6,3,1,1,1,2,2,3,0,2,1,269,0
18,3,15,4,0,4,2,3,0,2,0,4,12,156,0
25,1,13,4,1,3,0,4,2,8,0,4,0,204,0
11,3,16,5,1,4,0,3,1,1,1,2,7,187,0
2,1,14,4,0,3,3,2,1,5,0,1,7,125,0
1,1,9,3,0,3,0,4,1,1,0,1,7,177,0
19,3,9,5,1,3,1,3,0,4,0,4,9,275,0
11,3,8,5,1,3,0,4,2,8,0,1,0,174,0
16,1,33,4,0,3,0,5,0,9,0,1,1,208,0
2,1,8,4,1,3,1,2,1,8,0,11,3,222,1
13,1,20,3,1,4,5,3,2,2,0,4,9,296,0
9,1,6,2,0,4,3,4,2,2,1,2,2,121,0
12,1,15,4,1,3,2,4,2,21,0,1,3,168,0
9,1,24,4,1,3,2,2,2,3,0,1,9,178,0
4,3,26,4,1,1,3,2,0,1,0,2,2,128,0
1,1,8,4,1,4,3,4,0,1,0,1,4,132,0
8,3,17,5,1,3,2,2,1,2,0,1,2,150,0
22,3,14,2,1,4,1,4,0,7,0,2,3,231,0
7,1,8,4,1,3,2,3,2,3,0,1,2,140,0
2,1,16,4,0,3,3,4,1,1,0,1,1,133,0
15,1,35,3,1,5,2,2,2,5,0,1,0,143,0
2,1,14,3,1,4,2,2,0,2,1,1,2,151,0
11,2,6,6,1,1,3,3,0,2,0,5,0,128,0
4,1,12,4,1,4,3,3,1,2,1,1,2,127,0
9,1,14,0,1,3,4,3,2,2,0,1,0,119,1
0,3,15,5,0,3,2,5,2,1,1,1,3,182,1
14,1,18,4,1,3,4,2,0,4,1,1,0,148,0
0,1,14,0,1,3,3,3,0,2,0,2,2,126,1
10,1,31,3,0,4,2,2,1,8,0,1,3,157,0
0,1,14,4,1,4,3,3,0,2,0,2,2,125,0
7,3,15,4,0,3,2,3,0,2,0,1,3,157,0
8,2,14,1,1,3,4,3,2,2,0,1,4,143,0
0,3,29,4,0,4,0,5,0,2,0,3,10,173,1
13,1,15,3,0,3,0,3,2,10,0,2,13,235,0
5,3,18,4,1,3,1,5,2,1,1,2,14,238,1
15,3,10,5,1,3,2,5,2,8,0,1,5,152,0
9,1,6,0,1,4,3,3,0,7,0,1,7,123,0
0,1,30,3,1,3,4,4,2,9,0,1,2,136,0
0,1,14,4,0,3,3,2,0,2,1,1,0,125,1
0,1,9,3,1,1,4,2,0,2,0,1,7,144,0
3,3,16,5,1,4,2,3,0,2,0,1,4,166,0
13,1,32,3,0,4,2,2,0,4,1,1,0,144,0
8,1,8,4,1,4,0,4,1,3,0,6,4,203,0
7,1,6,3,1,4,2,5,2,1,0,4,9,153,0
8,1,14,6,1,4,3,2,0,2,0,2,2,124,0
6,3,15,5,0,5,2,3,2,9,0,1,3,153,1
5,3,8,4,0,3,3,5,1,2,0,1,0,128,0
29,1,10,2,0,3,5,5,1,5,0,4,2,299,0
2,1,12,0,0,3,3,2,0,2,0,1,8,131,0
0,1,14,4,1,3,3,5,2,2,0,1,0,126,0
18,1,13,3,0,3,4,3,0,5,1,1,2,145,0
10,1,6,4,0,4,2,2,0,2,0,3,11,165,0
0,1,9,4,1,4,3,3,2,2,0,1,2,130,0
7,1,16,4,1,3,3,3,2,2,1,1,2,129,1
26,1,13,3,0,3,5,3,1,4,0,4,7,286,0
9,1,21,4,0,5,3,2,0,1,1,1,3,122,0
0,1,9,4,1,4,3,2,0,1,1,1,0,129,1
19,3,8,5,0,3,1,5,0,9,0,15,9,270,0
9,1,23,4,1,5,3,3,2,3,0,1,0,123,0
6,2,8,6,1,3,4,3,0,2,0,1,4,136,0
9,1,11,4,1,4,3,5,1,7,0,1,0,121,1
3,3,35,4,1,3,2,5,1,9,0,1,3,141,0
13,3,8,3,1,3,2,4,0,6,0,1,0,143,0
23,1,8,3,0,3,1,5,0,3,0,2,2,279,0
1,1,25,0,1,4,3,5,0,2,0,3,3,132,0
19,1,21,4,1,3,5,4,0,6,0,1,3,291,0
8,3,23,4,1,3,2,5,0,4,1,1,7,190,0
9,1,23,4,0,3,3,4,0,2,0,1,0,122,1
6,3,31,3,0,3,2,3,0,2,0,1,1,145,0
9,1,12,4,1,5,3,3,1,2,0,1,7,127,0
3,1,13,4,1,3,2,3,1,2,0,8,9,135,0
17,1,35,6,1,3,2,2,2,2,0,1,17,145,0
0,3,27,5,1,1,3,2,2,2,0,2,2,127,0
19,1,8,1,1,3,2,2,1,3,0,1,4,174,0
15,2,8,3,1,1,2,5,0,8,0,1,3,163,0
30,3,13,5,1,1,2,2,1,1,1,1,9,152,0
5,1,19,6,0,4,3,4,0,2,0,2,2,127,0
5,1,8,4,0,3,2,3,2,5,1,1,7,150,0
9,1,6,2,0,5,0,5,1,3,1,7,7,203,0
6,1,15,0,1,3,3,2,0,1,0,4,10,128,0
13,3,16,1,0,4,2,4,1,8,0,1,3,169,0
0,3,16,4,1,3,2,2,2,1,0,1,1,150,0
3,1,6,3,1,3,4,4,0,1,1,5,7,136,0
15,1,32,3,0,3,0,5,0,4,1,2,0,232,0
8,3,14,5,0,4,0,2,0,5,1,4,12,204,0
9,1,20,4,1,3,3,5,0,2,1,6,8,122,0
27,1,6,4,0,3,0,3,1,8,0,1,4,205,0
9,1,8,4,0,1,3,2,0,2,0,7,7,120,0
9,1,16,0,0,4,4,4,2,2,1,1,0,119,1
2,1,6,4,0,3,4,2,1,2,0,1,2,138,0
27,1,9,4,1,3,1,2,0,4,0,1,9,278,0
4,1,17,3,1,3,2,5,0,2,1,1,1,168,0
4,1,30,3,0,4,2,5,2,2,0,1,8,168,0
30,3,9,4,0,4,2,2,2,6,0,1,5,152,0
16,1,9,4,1,5,5,2,0,4,0,1,7,297,0
22,1,10,3,1,4,5,3,0,3,0,1,0,287,0
9,1,9,1,1,3,4,4,0,2,0,1,7,137,0
21,1,14,1,1,1,3,4,2,6,0,1,0,126,0
0,1,14,4,1,3,3,3,1,2,0,1,3,125,0
2,1,13,4,1,3,2,2,1,2,1,1,0,166,0
21,1,6,4,1,4,5,2,2,7,0,1,0,283,0
2,1,6,4,0,4,1,2,1,4,0,1,7,261,0
7,1,14,1,0,1,3,3,0,1,0,1,0,126,0
17,3,11,5,1,3,5,4,0,8,0,3,10,282,0
6,3,16,5,1,1,0,3,1,1,1,1,8,184,0
0,1,31,4,0,1,3,2,2,2,1,1,1,130,0
9,1,6,4,1,3,4,3,0,2,0,1,1,112,0
0,3,30,4,1,5,4,2,2,2,1,1,0,111,1
0,1,10,4,1,3,3,2,2,2,1,2,2,129,0
8,3,8,5,0,5,5,4,2,3,1,1,11,288,1
28,1,14,3,1,4,1,4,1,2,1,2,0,236,0
0,1,14,4,0,4,3,3,2,2,0,2,2,126,1
19,3,10,5,0,4,5,4,0,3,0,1,8,288,0
7,3,8,5,0,3,2,5,2,1,1,1,2,145,0
24,3,15,4,1,3,5,4,1,5,1,11,10,298,0
30,1,24,3,1,3,0,2,2,7,0,5,4,205,0
7,1,25,3,0,3,2,4,1,5,0,5,10,144,0
9,1,6,0,1,3,3,3,2,1,1,1,2,122,0
17,1,10,4,1,1,5,5,1,2,0,14,13,292,0
7,2,17,4,1,4,2,4,0,5,0,1,8,145,0
8,1,12,4,1,3,3,3,0,1,1,2,2,135,0
15,1,14,0,0,1,2,4,0,7,1,1,0,124,0
16,3,10,5,0,4,0,2,2,4,0,15,17,202,0
9,1,8,4,0,3,2,4,2,10,1,5,12,154,0
7,1,21,3,0,3,0,2,0,2,0,1,5,180,1
1,1,8,4,1,4,4,2,0,2,1,2,2,139,0
24,1,12,0,0,4,3,3,2,1,0,7,7,128,0
3,1,15,3,0,3,2,3,2,8,1,1,7,147,0
0,1,13,1,0,3,3,3,1,4,1,7,7,133,1
9,1,6,2,1,3,3,5,2,3,0,1,2,121,0
9,1,6,0,0,3,3,4,2,2,0,2,1,121,0
5,3,14,3,1,1,2,2,0,2,0,1,8,162,0
18,1,31,3,0,3,5,4,2,4,0,1,0,281,0
12,1,19,3,0,4,1,4,1,7,1,15,2,271,0
30,1,14,4,1,3,3,3,1,2,0,2,2,124,0
0,1,13,4,1,3,2,3,0,2,0,1,1,149,1
2,1,29,3,1,3,4,5,2,1,0,1,3,139,1
3,1,12,1,0,4,2,2,0,1,0,6,7,146,0
9,1,16,1,0,3,0,3,0,4,0,1,7,171,0
19,2,6,4,0,3,3,5,2,7,0,5,7,134,0
1,1,6,4,0,5,2,2,0,1,0,7,5,167,0
23,1,34,4,0,3,1,5,0,5,1,1,2,269,0
3,3,31,5,1,4,0,4,2,3,1,1,0,191,1
15,3,11,4,1,3,0,4,2,10,1,7,7,184,1
3,1,23,3,0,3,0,5,0,2,1,1,3,219,0
12,1,24,4,1,3,2,3,2,1,0,1,7,145,0
4,3,8,4,0,3,0,3,1,2,1,9,6,199,0
14,3,16,3,1,5,2,4,2,2,0,11,9,162,0
9,3,6,4,0,3,3,4,2,2,1,2,2,123,1
7,1,14,4,1,3,3,5,0,5,0,1,2,124,1
15,1,8,4,1,3,1,3,0,1,1,2,10,279,0
28,1,8,3,0,5,5,3,0,5,0,9,11,292,0
29,2,14,4,1,3,5,4,2,7,0,7,7,297,0
13,1,22,4,1,3,3,3,1,10,0,1,0,135,0
7,1,15,4,1,3,0,2,1,1,0,1,6,185,0
13,1,8,4,1,3,2,2,2,2,0,8,8,147,0
14,3,6,5,0,3,2,5,1,1,0,1,7,141,0
8,1,10,4,1,3,2,3,2,2,1,1,1,142,0
24,2,11,4,1,3,1,4,1,2,1,2,10,240,0
11,3,8,4,0,3,2,5,1,4,0,1,7,169,0
7,3,21,3,0,3,2,5,2,2,0,9,6,161,0
0,1,25,3,1,3,4,2,0,4,0,1,2,137,0
20,1,13,3,0,4,0,5,0,8,1,5,9,200,1
13,1,14,4,1,3,3,4,0,4,0,1,3,124,0
9,3,13,5,0,1,2,5,0,3,0,6,13,146,0
21,1,10,4,1,3,0,2,2,2,0,1,8,179,0
0,3,14,0,0,1,3,2,0,9,0,1,0,125,0
24,1,17,2,0,4,1,4,2,4,0,1,3,231,0
9,1,6,4,0,3,4,2,2,2,0,1,0,116,0
8,1,6,3,0,4,2,2,0,1,0,1,0,154,0
0,3,8,4,1,5,2,2,2,4,0,1,0,151,0
18,3,19,5,1,1,1,3,2,7,1,2,8,237,1
29,1,29,4,1,3,1,4,0,5,1,2,9,234,0
9,1,32,2,0,4,3,3,1,2,0,1,0,120,0
13,1,8,3,0,1,2,3,1,6,0,11,8,164,0
7,1,35,3,1,3,2,3,0,5,0,7,7,154,0
0,3,8,4,0,4,3,2,2,8,0,1,0,128,1
0,3,24,5,0,3,2,3,0,1,1,3,2,146,1
11,1,14,4,1,1,3,3,1,2,0,1,3,126,0
7,1,8,1,0,3,2,2,2,2,0,4,11,167,0
1,3,32,4,1,4,2,5,0,2,0,1,4,147,0
0,1,28,3,1,3,2,3,0,2,1,6,7,162,1
12,3,27,4,1,4,2,2,0,4,1,1,4,161,0
24,3,8,5,1,3,0,4,0,3,0,3,2,206,0
14,1,28,4,0,3,2,2,1,4,1,3,3,155,0
10,1,10,4,1,3,3,3,0,8,1,1,3,130,0
6,3,11,4,1,3,2,2,0,7,0,1,2,200,0
5,3,8,5,1,3,2,4,0,1,1,1,2,141,0
12,1,31,4,1,3,0,3,0,4,0,1,5,209,0
0,3,24,4,1,1,2,3,0,3,0,1,2,162,0
25,1,34,3,0,1,1,3,0,3,1,2,2,232,0
16,1,12,3,0,4,2,3,2,2,1,1,8,141,0
0,3,16,5,0,4,2,2,0,2,1,4,4,158,0
0,1,14,4,0,3,3,3,2,2,1,7,7,124,1
0,1,8,3,1,4,4,2,2,1,0,1,1,139,0
15,2,16,6,0,3,1,5,0,1,0,1,9,268,0
25,1,14,6,0,3,3,5,0,10,0,1,4,130,0
10,1,17,3,0,3,4,3,2,5,0,1,2,136,0
8,1,24,4,1,3,0,2,2,3,0,2,2,194,0
0,1,6,1,1,3,3,2,0,5,0,1,2,132,0
0,1,13,6,1,1,4,5,2,1,0,1,7,136,0
2,2,23,6,1,4,0,5,2,2,0,1,9,180,0
0,1,34,4,1,4,2,5,2,4,0,1,3,143,1
0,1,20,6,0,3,0,2,2,1,1,7,7,176,1
27,1,6,3,0,3,1,2,2,7,0,12,7,273,0
30,1,6,3,0,3,5,5,0,4,1,1,5,297,0
28,1,6,3,1,1,1,2,1,3,0,2,0,247,0
9,3,9,5,0,3,2,4,2,4,1,1,1,193,0
9,3,6,4,0,5,4,3,2,2,0,1,0,114,1
3,3,13,5,0,3,2,5,1,8,0,1,2,148,0
4,1,14,4,0,3,1,4,2,4,0,1,0,264,0
7,1,6,6,1,3,3,5,1,6,0,1,3,130,0
9,1,14,4,0,4,4,4,2,2,0,1,0,113,1
9,1,17,4,1,3,3,5,0,1,0,1,4,121,0
9,1,10,4,1,4,2,2,2,2,0,1,8,158,0
9,3,22,5,0,4,2,5,0,5,0,1,2,156,0
20,1,6,1,1,3,3,2,0,8,0,1,2,134,0
0,3,15,4,1,4,4,5,0,4,0,2,2,144,1
10,1,11,1,1,1,3,3,2,1,0,1,3,135,0
9,1,6,4,0,3,3,5,0,3,0,1,0,121,0
20,1,8,3,0,3,1,3,0,4,0,5,6,272,0
0,3,10,3,0,3,2,3,0,2,1,1,3,142,0
5,3,13,5,1,3,2,2,0,5,0,1,3,192,0
7,1,6,4,0,4,3,4,0,6,0,1,2,133,0
9,1,11,0,1,1,3,3,0,3,1,1,3,121,0
13,1,15,6,1,3,2,3,1,4,0,1,7,140,0
4,3,14,4,1,3,0,2,1,2,0,9,9,208,0
9,3,15,5,1,3,0,1,1,5,0,4,3,201,1
2,1,8,4,0,4,4,5,2,3,1,1,0,136,1
0,1,6,4,0,1,0,4,2,2,0,4,7,174,1
18,1,26,3,1,5,0,5,1,3,1,1,7,209,0
9,2,14,0,0,1,3,4,2,10,0,1,2,121,0
0,1,8,4,1,3,4,1,0,7,1,2,2,137,1
18,1,35,2,1,3,0,1,0,5,1,1,2,194,0
21,3,13,5,1,3,2,5,1,5,0,2,2,155,0
0,2,15,1,0,3,3,3,0,2,0,2,2,127,1
13,1,14,3,1,4,0,4,1,3,0,2,8,238,0
1,3,11,3,1,3,2,5,2,1,0,1,3,185,0
17,1,11,4,1,4,3,3,2,4,0,1,3,132,0
26,1,8,3,1,1,1,4,2,5,0,8,8,266,0
22,1,11,1,1,3,2,3,0,3,0,1,2,167,0
